status,url_len,host_len,special_char,is_https,url_digit,host_digit
0,76,14,1,0,0.27631578947368424,1.5
1,79,32,2,0,0.0,0.0
0,77,23,1,0,0.2077922077922078,0.6956521739130435
1,35,18,2,1,0.0,0.0
1,56,21,2,1,0.0,0.0
1,49,22,2,0,0.08163265306122448,0.18181818181818182
1,41,20,2,0,0.0,0.0
0,84,20,2,0,0.27380952380952384,1.15
1,29,20,2,1,0.0,0.0
1,21,12,2,1,0.0,0.0
1,35,13,2,0,0.0,0.0
1,28,19,4,1,0.0,0.0
0,97,25,3,1,0.0,0.0
0,36,14,1,0,0.0,0.0
1,63,19,2,1,0.0,0.0
1,24,17,2,0,0.0,0.0
0,40,33,2,0,0.025,0.030303030303030304
0,85,17,1,0,0.0,0.0
0,56,39,6,0,0.10714285714285714,0.15384615384615385
0,49,11,1,0,0.0,0.0
0,23,10,1,1,0.0,0.0
0,64,16,1,1,0.0,0.0
0,46,20,2,1,0.043478260869565216,0.1
0,36,9,1,0,0.0,0.0
1,29,22,2,0,0.06896551724137931,0.09090909090909091
0,55,28,3,0,0.05454545454545454,0.10714285714285714
1,45,25,2,0,0.0,0.0
1,33,25,2,0,0.0,0.0
0,231,23,2,1,0.39826839826839827,4.0
0,30,17,2,1,0.0,0.0
1,31,23,2,0,0.0,0.0
1,27,18,3,1,0.0,0.0
0,81,27,2,0,0.25925925925925924,0.7777777777777778
1,58,16,2,1,0.1206896551724138,0.4375
1,28,19,2,1,0.0,0.0
1,25,16,2,1,0.0,0.0
0,87,13,1,0,0.022988505747126436,0.15384615384615385
1,28,19,2,1,0.0,0.0
1,133,13,2,1,0.06015037593984962,0.6153846153846154
1,26,17,3,1,0.0,0.0
0,36,15,1,0,0.0,0.0
0,29,15,1,1,0.0,0.0
0,37,28,3,1,0.0,0.0
1,33,24,2,1,0.0,0.0
1,47,15,2,0,0.0,0.0
1,26,17,2,1,0.11538461538461539,0.17647058823529413
0,93,22,3,0,0.021505376344086023,0.09090909090909091
1,44,27,4,0,0.0,0.0
0,34,26,2,0,0.0,0.0
1,63,22,2,0,0.0,0.0
0,56,36,6,1,0.16071428571428573,0.25
0,28,20,2,1,0.10714285714285714,0.15
1,51,21,4,0,0.0,0.0
0,50,16,1,0,0.06,0.1875
1,70,17,2,0,0.08571428571428572,0.35294117647058826
1,41,12,2,0,0.04878048780487805,0.16666666666666666
1,74,17,2,0,0.0945945945945946,0.4117647058823529
1,26,17,2,1,0.0,0.0
1,114,19,2,1,0.05263157894736842,0.3157894736842105
0,49,26,1,0,0.0,0.0
1,26,17,2,1,0.0,0.0
1,42,14,2,1,0.0,0.0
1,28,19,1,1,0.0,0.0
1,29,20,2,1,0.0,0.0
1,32,15,2,0,0.0,0.0
0,34,25,3,1,0.029411764705882353,0.04
0,51,27,3,0,0.0,0.0
1,78,17,2,1,0.0,0.0
0,43,29,4,0,0.0,0.0
0,154,28,3,1,0.09090909090909091,0.5
1,35,26,3,1,0.0,0.0
1,54,22,2,0,0.0,0.0
1,35,27,2,0,0.0,0.0
1,25,16,1,1,0.0,0.0
1,27,19,2,0,0.0,0.0
0,61,12,3,0,0.14754098360655737,0.75
0,41,30,2,0,0.0,0.0
0,47,13,1,0,0.0,0.0
1,19,11,2,0,0.0,0.0
1,38,18,2,1,0.0,0.0
1,64,19,3,0,0.09375,0.3157894736842105
0,271,20,2,0,0.30996309963099633,4.2
0,50,10,1,0,0.0,0.0
1,80,23,2,1,0.0875,0.30434782608695654
0,67,28,1,1,0.0,0.0
0,282,30,3,1,0.20921985815602837,1.9666666666666666
0,144,37,3,1,0.041666666666666664,0.16216216216216217
0,52,20,1,0,0.07692307692307693,0.2
1,28,19,2,1,0.0,0.0
1,50,20,2,1,0.0,0.0
1,60,19,3,0,0.21666666666666667,0.6842105263157895
1,87,18,2,1,0.022988505747126436,0.1111111111111111
0,35,18,2,0,0.11428571428571428,0.2222222222222222
0,102,15,3,0,0.24509803921568626,1.6666666666666667
1,63,23,2,1,0.14285714285714285,0.391304347826087
0,36,27,3,1,0.0,0.0
1,21,12,2,1,0.0,0.0
0,238,17,2,1,0.31512605042016806,4.411764705882353
0,36,13,3,0,0.2777777777777778,0.7692307692307693
1,38,29,2,1,0.0,0.0
0,88,14,3,0,0.17045454545454544,1.0714285714285714
0,29,21,2,0,0.0,0.0
0,27,17,2,0,0.0,0.0
0,101,15,2,1,0.10891089108910891,0.7333333333333333
1,18,11,2,0,0.0,0.0
0,27,15,2,0,0.0,0.0
1,28,15,2,1,0.03571428571428571,0.06666666666666667
0,36,14,1,0,0.027777777777777776,0.07142857142857142
1,53,14,2,0,0.0,0.0
0,66,13,2,0,0.15151515151515152,0.7692307692307693
0,35,26,2,1,0.0,0.0
0,27,13,1,1,0.037037037037037035,0.07692307692307693
0,21,13,3,0,0.47619047619047616,0.7692307692307693
1,123,19,2,0,0.056910569105691054,0.3684210526315789
1,47,18,3,0,0.0,0.0
1,59,15,2,1,0.03389830508474576,0.13333333333333333
0,15,4,1,0,0.06666666666666667,0.25
1,26,18,2,0,0.0,0.0
0,82,36,6,1,0.10975609756097561,0.25
1,77,16,2,1,0.0,0.0
0,38,13,2,1,0.07894736842105263,0.23076923076923078
0,39,32,2,0,0.0,0.0
1,42,15,2,1,0.0,0.0
1,33,19,2,1,0.0,0.0
0,53,36,5,0,0.0,0.0
1,44,16,2,0,0.045454545454545456,0.125
1,23,15,2,0,0.0,0.0
1,17,10,1,0,0.0,0.0
1,26,18,2,0,0.0,0.0
0,129,54,6,0,0.15503875968992248,0.37037037037037035
0,42,34,4,0,0.11904761904761904,0.14705882352941177
1,52,19,2,0,0.038461538461538464,0.10526315789473684
1,27,19,2,0,0.037037037037037035,0.05263157894736842
1,43,14,2,0,0.13953488372093023,0.42857142857142855
1,28,20,3,0,0.0,0.0
1,97,21,2,1,0.041237113402061855,0.19047619047619047
0,28,20,2,0,0.0,0.0
1,27,19,2,0,0.0,0.0
0,35,19,2,0,0.0,0.0
1,62,19,2,1,0.0,0.0
0,127,50,5,1,0.1889763779527559,0.48
0,29,22,2,0,0.06896551724137931,0.09090909090909091
0,33,16,2,0,0.0,0.0
1,72,17,2,0,0.08333333333333333,0.35294117647058826
1,33,25,2,1,0.0,0.0
1,40,18,2,0,0.0,0.0
0,61,42,6,0,0.01639344262295082,0.023809523809523808
1,51,32,2,0,0.0,0.0
1,44,10,1,1,0.0,0.0
0,259,12,2,0,0.11969111969111969,2.5833333333333335
0,57,21,2,0,0.0,0.0
1,31,22,2,1,0.0,0.0
0,47,15,2,0,0.0,0.0
1,93,26,2,0,0.0,0.0
1,49,18,2,0,0.0,0.0
1,22,13,2,1,0.0,0.0
1,45,21,2,1,0.0,0.0
0,105,29,3,1,0.09523809523809523,0.3448275862068966
0,109,21,2,1,0.06422018348623854,0.3333333333333333
1,40,33,2,0,0.0,0.0
0,24,5,1,0,0.20833333333333334,1.0
0,37,17,2,0,0.0,0.0
1,152,13,2,1,0.0,0.0
0,124,46,5,1,0.1774193548387097,0.4782608695652174
0,35,15,2,0,0.11428571428571428,0.26666666666666666
0,126,50,5,0,0.19047619047619047,0.48
1,51,24,2,0,0.13725490196078433,0.2916666666666667
0,126,61,6,0,0.373015873015873,0.7704918032786885
1,49,25,2,0,0.0,0.0
1,46,17,2,1,0.0,0.0
1,31,16,2,1,0.0,0.0
1,45,15,2,0,0.0,0.0
1,36,27,2,1,0.0,0.0
1,56,29,3,0,0.08928571428571429,0.1724137931034483
1,54,19,2,0,0.037037037037037035,0.10526315789473684
0,76,50,5,0,0.11842105263157894,0.18
1,29,20,2,1,0.0,0.0
0,70,16,2,1,0.05714285714285714,0.25
0,22,14,3,0,0.5,0.7857142857142857
1,46,38,2,0,0.0,0.0
1,53,15,2,0,0.0,0.0
0,105,20,2,0,0.009523809523809525,0.05
1,64,18,2,1,0.203125,0.7222222222222222
1,29,20,2,1,0.0,0.0
1,47,18,2,0,0.0,0.0
0,126,61,6,0,0.30952380952380953,0.639344262295082
1,37,28,2,1,0.0,0.0
1,42,20,2,1,0.0,0.0
1,15,8,1,0,0.0,0.0
1,44,13,2,0,0.1590909090909091,0.5384615384615384
1,71,23,3,0,0.0,0.0
0,72,25,1,1,0.027777777777777776,0.08
1,48,24,2,1,0.0,0.0
1,29,22,3,0,0.06896551724137931,0.09090909090909091
1,71,17,2,1,0.2112676056338028,0.8823529411764706
1,32,24,2,0,0.03125,0.041666666666666664
0,59,18,2,0,0.3898305084745763,1.2777777777777777
0,55,28,2,0,0.0,0.0
1,26,17,2,1,0.0,0.0
0,32,12,2,0,0.0,0.0
1,34,26,2,0,0.0,0.0
1,115,12,2,0,0.1565217391304348,1.5
0,33,14,2,1,0.15151515151515152,0.35714285714285715
1,74,20,2,0,0.06756756756756757,0.25
0,77,23,1,0,0.18181818181818182,0.6086956521739131
1,18,11,1,0,0.0,0.0
1,62,22,2,0,0.04838709677419355,0.13636363636363635
1,56,17,2,0,0.0,0.0
0,53,44,7,1,0.16981132075471697,0.20454545454545456
1,27,15,1,0,0.0,0.0
0,84,59,8,1,0.047619047619047616,0.06779661016949153
0,56,18,1,0,0.0,0.0
1,552,25,2,1,0.358695652173913,7.92
1,110,13,2,1,0.05454545454545454,0.46153846153846156
0,102,15,1,0,0.1568627450980392,1.0666666666666667
1,32,24,2,0,0.0,0.0
1,99,30,3,1,0.10101010101010101,0.3333333333333333
1,19,10,2,1,0.0,0.0
1,34,13,1,0,0.08823529411764706,0.23076923076923078
1,103,18,2,0,0.06796116504854369,0.3888888888888889
0,45,8,1,0,0.13333333333333333,0.75
0,31,24,2,0,0.03225806451612903,0.041666666666666664
1,24,15,2,1,0.0,0.0
0,76,31,2,1,0.09210526315789473,0.22580645161290322
0,393,12,3,1,0.04071246819338423,1.3333333333333333
0,45,17,2,0,0.0,0.0
0,36,28,3,0,0.0,0.0
0,409,25,3,0,0.20293398533007334,3.32
0,76,68,10,0,0.14473684210526316,0.16176470588235295
1,24,17,2,0,0.0,0.0
1,49,15,2,0,0.0,0.0
1,40,13,3,0,0.125,0.38461538461538464
1,29,20,2,1,0.0,0.0
0,22,15,2,0,0.0,0.0
1,34,15,1,1,0.0,0.0
0,121,57,5,1,0.14049586776859505,0.2982456140350877
1,64,10,2,0,0.0,0.0
1,38,29,2,1,0.0,0.0
1,25,12,1,1,0.16,0.3333333333333333
0,50,20,1,0,0.0,0.0
0,89,16,2,0,0.0,0.0
1,58,28,2,0,0.0,0.0
1,29,22,2,0,0.0,0.0
1,30,21,3,1,0.0,0.0
1,71,16,2,0,0.09859154929577464,0.4375
0,44,35,2,1,0.0,0.0
1,58,16,2,0,0.0,0.0
1,56,47,2,1,0.0,0.0
0,42,34,4,0,0.0,0.0
1,36,13,3,0,0.027777777777777776,0.07692307692307693
1,38,30,2,0,0.0,0.0
0,33,24,2,1,0.24242424242424243,0.3333333333333333
0,35,27,2,0,0.0,0.0
0,47,38,3,1,0.0,0.0
1,26,17,2,1,0.0,0.0
0,29,14,2,0,0.034482758620689655,0.07142857142857142
1,32,23,2,1,0.0,0.0
1,67,10,1,0,0.029850746268656716,0.2
1,27,18,2,1,0.0,0.0
0,106,22,2,0,0.04716981132075472,0.22727272727272727
1,70,25,2,0,0.02857142857142857,0.08
0,163,15,1,1,0.12269938650306748,1.3333333333333333
1,31,22,2,1,0.0,0.0
0,85,16,2,0,0.0,0.0
0,44,22,3,1,0.0,0.0
0,54,14,1,0,0.0,0.0
1,54,19,3,1,0.0,0.0
1,29,20,3,1,0.0,0.0
1,38,7,1,1,0.0,0.0
1,20,12,2,0,0.0,0.0
1,27,19,2,0,0.0,0.0
0,22,6,1,1,0.13636363636363635,0.5
1,63,18,2,1,0.0,0.0
1,73,25,2,0,0.0,0.0
0,81,27,2,0,0.2962962962962963,0.8888888888888888
0,216,18,1,0,0.3333333333333333,4.0
0,83,16,2,1,0.08433734939759036,0.4375
1,30,21,2,1,0.0,0.0
1,25,16,2,1,0.0,0.0
0,38,19,1,1,0.07894736842105263,0.15789473684210525
0,68,17,2,0,0.0,0.0
0,71,35,2,0,0.14084507042253522,0.2857142857142857
1,23,11,1,1,0.043478260869565216,0.09090909090909091
0,37,14,2,0,0.0,0.0
1,28,19,2,1,0.0,0.0
0,43,34,4,1,0.0,0.0
1,36,7,1,1,0.0,0.0
0,50,42,4,0,0.0,0.0
0,44,36,3,0,0.0,0.0
0,128,50,5,1,0.1640625,0.42
1,58,19,2,0,0.0,0.0
1,66,17,2,1,0.0,0.0
0,241,63,5,0,0.1991701244813278,0.7619047619047619
1,44,18,2,0,0.0,0.0
1,18,9,1,1,0.0,0.0
0,39,14,1,0,0.0,0.0
1,46,17,2,1,0.021739130434782608,0.058823529411764705
0,51,22,2,1,0.0,0.0
1,25,17,2,0,0.0,0.0
1,37,24,2,1,0.0,0.0
1,52,16,2,0,0.0,0.0
1,26,17,2,1,0.0,0.0
1,25,16,2,1,0.0,0.0
0,34,13,2,1,0.0,0.0
0,56,17,1,1,0.0,0.0
1,32,12,1,0,0.0,0.0
0,26,17,3,1,0.0,0.0
0,77,23,1,0,0.2987012987012987,1.0
0,57,21,2,0,0.17543859649122806,0.47619047619047616
0,59,41,6,0,0.05084745762711865,0.07317073170731707
0,102,15,1,0,0.22549019607843138,1.5333333333333334
0,39,13,1,0,0.07692307692307693,0.23076923076923078
1,35,23,3,1,0.0,0.0
0,28,20,2,0,0.0,0.0
0,30,23,2,0,0.1,0.13043478260869565
1,101,24,4,0,0.0,0.0
1,30,23,3,0,0.0,0.0
0,44,35,6,1,0.13636363636363635,0.17142857142857143
0,39,22,1,1,0.0,0.0
1,90,23,2,0,0.05555555555555555,0.21739130434782608
0,34,15,1,0,0.0,0.0
0,36,11,2,0,0.19444444444444445,0.6363636363636364
1,37,16,2,1,0.0,0.0
1,39,17,2,0,0.0,0.0
0,42,33,4,1,0.0,0.0
0,48,20,2,0,0.0,0.0
0,75,12,1,0,0.0,0.0
1,25,16,2,1,0.0,0.0
1,50,20,2,0,0.0,0.0
0,92,17,2,0,0.03260869565217391,0.17647058823529413
0,31,24,2,0,0.03225806451612903,0.041666666666666664
1,25,18,1,0,0.0,0.0
0,41,33,5,0,0.0,0.0
1,22,14,2,0,0.0,0.0
0,76,15,2,0,0.2631578947368421,1.3333333333333333
1,40,14,1,0,0.0,0.0
0,51,32,2,1,0.058823529411764705,0.09375
1,60,14,2,1,0.0,0.0
1,33,25,2,0,0.0,0.0
0,131,23,1,1,0.17557251908396945,1.0
0,68,15,1,0,0.0,0.0
0,51,22,2,0,0.21568627450980393,0.5
0,45,17,2,0,0.06666666666666667,0.17647058823529413
1,67,16,2,1,0.0,0.0
1,24,15,2,1,0.0,0.0
0,92,15,2,0,0.18478260869565216,1.1333333333333333
0,34,27,3,0,0.0,0.0
1,54,13,2,0,0.09259259259259259,0.38461538461538464
0,40,33,2,0,0.0,0.0
1,70,17,2,0,0.014285714285714285,0.058823529411764705
0,18,4,1,0,0.05555555555555555,0.25
0,126,50,5,0,0.16666666666666666,0.42
1,24,16,3,0,0.0,0.0
1,54,15,2,1,0.24074074074074073,0.8666666666666667
1,66,20,2,1,0.0,0.0
1,29,20,2,1,0.0,0.0
0,22,13,2,1,0.13636363636363635,0.23076923076923078
1,78,16,2,0,0.08974358974358974,0.4375
0,98,16,1,0,0.0,0.0
1,44,14,2,0,0.1590909090909091,0.5
0,124,46,5,1,0.1935483870967742,0.5217391304347826
